lat,lng,COOP#,tnID,State,ity/Station Name,County,Elev,02_01,02_02,02_03,02_04,02_05,02_06,02_07,02_08,02_09,02_10,02_11,02_12,02_13,02_14,02_15,02_16,02_17,02_18,02_19,02_20,02_21,02_22,02_23,02_24,02_25,02_26,02_27,02_28,02_29,02_30,02_31,TotalSnow
35.08,-92.43,031596,,AR,CONWAY,FAULKNER,315,0.000,0.000,-1,0.000,0.000,0.000,-1,2.000,4.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,6.0
35.21,-92.45,038010,,AR,WOOSTER,FAULKNER,330,-1,-1,-1,-1,-1,-1,-1,3.300,3.900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7.2
35.51,-93.87,035512,,AR,OZARK 2,FRANKLIN,830,-1,-1,-1,-1,-1,-1,-1,5.000,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7.0
36.49,-91.53,034572,,AR,MAMMOTH SPRING,FULTON,502,-1,-1,-1,-1,-1,-1,-1,0.200,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,0.000,0.000,-1,0.000,-1,0.000,-1,0,0,0,2.2
36.36,-91.80,036403,,AR,SALEM,FULTON,680,-1,-1,-1,-1,0.000,-1,-1,1.300,1.500,0.000,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.8
34.51,-93.05,033466,,AR,HOT SPRINGS 1 NNE,GARLAND,680,-1,-1,-1,-1,-1,-1,-1,-1,2.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.0
34.17,-92.59,034134,,AR,LEOLA,GRANT,255,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.900,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.4
36.03,-90.50,035563,PGLA,AR,PARAGOULD 1S,GREENE,270,-1,0.000,0.000,0.000,0.000,0.000,0.000,2.500,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,-1,0.000,0.000,-1,0.000,0,0,0,2.5
33.71,-93.56,033428,,AR,HOPE 3 NE,HEMPSTEAD,375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.5
34.37,-92.81,034562,,AR,MALVERN,HOT SPRING,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.0
34.32,-93.98,030300,,AR,ATHENS,HOWARD,960,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.000,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.300,-1,0,0,0,3.5
33.93,-93.85,035112,NSVA,AR,NASHVILLE,HOWARD,400,0.000,0.000,0.000,0.000,0.000,-1,0.000,-1,0.000,0.000,0.000,0.800,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,1.3
34.15,-93.89,035177,,AR,NEWHOPE 6 S,HOWARD,630,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0,0,0,1.0
35.76,-91.64,030460,,AR,BATESVILLE L&D 1,INDEPENDENCE,290,-1,-1,-1,-1,-1,-1,-1,3.000,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5.0
35.83,-91.79,030458,,AR,BATESVILLE LIVESTOCK,INDEPENDENCE,571,0.000,-1,-1,-1,-1,-1,-1,3.500,0.900,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,-1,-1,-1,-1,0.000,-1,0.000,-1,-1,-1,0,0,0,4.4
36.11,-92.16,031132,,AR,CALICO ROCK 2 WSW,IZARD,350,-1,-1,-1,-1,-1,0.000,-1,3.000,-1,-1,-1,-1,-1,-1,0.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.2
35.60,-91.27,035186,,AR,NEWPORT,JACKSON,228,0.000,0.000,-1,-1,0.000,0.000,0.000,5.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,11.0
34.17,-91.93,035756,,AR,PINE BLUFF FAA AP,JEFFERSON,207,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.500,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.6
35.46,-93.44,031459,,AR,CLARKSVILLE 2,JOHNSON,620,-1,-1,-1,-1,-1,-1,-1,4.000,4.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,8.5
35.53,-93.40,031457,,AR,CLARKSVILLE 6 NE,JOHNSON,850,-1,-1,-1,-1,-1,-1,-1,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.0
35.93,-91.06,030064,,AR,ALICIA 2NNE,LAWRENCE,252,-1,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.0
36.11,-91.10,030746,,AR,BLACK ROCK,LAWRENCE,240,-1,-1,-1,-1,0.000,0.000,-1,3.000,1.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,-1,-1,0.000,-1,-1,0,0,0,4.0
34.73,-90.77,034638,,AR,MARIANNA 2 S,LEE,234,-1,-1,-1,-1,-1,-1,-1,5.200,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5.2
33.92,-91.77,031191,,AR,CANE CREEK SP,LINCOLN,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.500,-1,-1,0.800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.3
33.62,-94.10,030286,,AR,ASHDOWN 4 SSE,LITTLE RIVER,320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.600,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0.6
33.68,-93.99,034839,,AR,MILLWOOD DAM,LITTLE RIVER,316,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,3.300,-1,-1,-1,-1,0.000,0.000,-1,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,0,0,0,3.3
35.09,-93.93,030832,,AR,BOONEVILLE 3 SSE,LOGAN,600,-1,-1,-1,-1,-1,0.000,-1,2.800,1.300,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4.1
35.31,-93.88,036008,,AR,RATCLIFF,LOGAN,463,0.000,0.000,-1,0.000,-1,-1,-1,0.300,0.200,0.300,0.000,1.000,0.000,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.8
35.30,-93.64,036928,SUBA,AR,SUBIACO,LOGAN,500,-1,-1,-1,-1,-1,-1,-1,3.600,4.500,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,8.1
33.45,-94.01,037048,,AR,TEXARKANA WEBB FLD,MILLER,361,0.000,-1,-1,-1,0.000,0.000,-1,-1,-1,0.000,2.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,2.8
35.69,-90.10,033821,KEIA,AR,KEISER,MISSISSIPPI,232,-1,-1,-1,-1,-1,-1,-1,2.000,4.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,6.0
34.88,-91.22,030936,,AR,BRINKLEY,MONROE,185,0.000,0.000,-1,-1,0.000,-1,-1,4.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,5.5
34.58,-93.90,035760,,AR,PINE RIDGE,MONTGOMERY,840,-1,-1,-1,-1,-1,-1,-1,0.300,4.000,-1,-1,3.000,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0,0,0,8.3
34.65,-93.53,037592,,AR,WASHITA,MONTGOMERY,610,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,0.000,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.0
33.80,-93.38,035908,PRSA,AR,PRESCOTT,NEVADA,308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.500,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.0
35.83,-93.20,031900,,AR,DEER,NEWTON,2375,0.000,0.000,0.000,0.000,1.000,0.000,0.000,4.000,3.000,-1,0.000,0.000,0.000,0.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.3
35.04,-92.80,035691,,AR,PERRY,PERRY,300,-1,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.0
34.26,-93.82,034060,,AR,LANGLEY,PIKE,820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.500,-1,1.200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,0,0,0,2.7
34.47,-93.96,030664,,AR,BIG FORK 1 SSE,POLK,1200,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,2.000,-1,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.000,-1,0,0,0,4.1
34.33,-94.41,030814,,AR,BOGG SPRINGS,POLK,1175,-1,-1,-1,-1,0.000,-1,-1,0.000,-1,-1,-1,1.500,-1,-1,1.500,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,1.500,-1,0,0,0,4.5
34.43,-94.42,031666,,AR,COVE,POLK,1060,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.800,-1,-1,0.100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.9
34.57,-94.25,034756,MENA,AR,MENA,POLK,1130,-1,-1,-1,-1,-1,-1,-1,0.000,0.500,-1,-1,3.000,-1,-1,0.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.500,-1,0,0,0,6.5
34.39,-94.35,037383,,AR,VANDERVOORT 1 ENE,POLK,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.500,-1,0,0,0,4.0
34.98,-91.50,031968,,AR,DES ARC,PRAIRIE,200,0.000,-1,-1,-1,0.000,0.000,0.000,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,8.0
34.98,-92.01,031102,,AR,CABOT,PULASKI,300,-1,-1,-1,-1,-1,-1,0.000,1.000,8.000,0.000,0.000,0.000,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,0.000,0,0,0,9.0
34.69,-92.45,031750,,AR,CRYSTAL VALLEY,PULASKI,355,-1,-1,-1,-1,-1,-1,-1,1.500,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1.5
34.73,-92.24,034248,,AR,LITTLE ROCK ADAMS FLD,PULASKI,258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,7.2
34.84,-92.26,035320,,AR,NORTH LITTLE ROCK WFO,PULASKI,563,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,5.4
36.26,-90.97,035820,PCHA,AR,POCAHONTAS 1,RANDOLPH,315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.800,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0,0,0,7.8
34.82,-93.96,035591,,AR,PARKS,SCOTT,608,0.000,-1,-1,-1,-1,-1,-1,5.000,0.000,-1,-1,1.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,6.0
35.99,-92.71,032794,,AR,GILBERT,SEARCY,620,-1,-1,-1,-1,-1,-1,-1,4.000,6.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,10.0
35.92,-92.64,034666,,AR,MARSHALL,SEARCY,1013,0.000,0.000,-1,-1,-1,-1,-1,-1,6.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,0,0,0,6.0
35.33,-94.36,032574,,AR,FT SMITH RGNL AP,SEBASTIAN,449,0.000,0.000,0.000,-1,-1,0.000,-1,4.000,0.000,0.000,-1,-1,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,-1,0.000,0.000,0,0,0,4.0
35.22,-94.26,032976,,AR,GREENWOOD,SEBASTIAN,518,-1,-1,-1,-1,-1,-1,-1,2.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2.0
34.05,-94.35,031948,,AR,DEQUEEN,SEVIER,420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.900,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,-1,0.000,0.000,0.000,0,0,0,1.9
34.05,-94.40,031953,,AR,DEQUEEN SEVIER CO AP,SEVIER,355,0.000,-1,-1,-1,0.000,0.000,-1,-1,0.000,0.000,0.000,0.900,0.000,0.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,1.1
36.08,-91.61,032366,,AR,EVENING SHADE 1 NNE,SHARP,500,-1,-1,-1,-1,0.000,-1,-1,5.000,4.000,0.000,0.000,0.000,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9.0
36.27,-91.51,033132,,AR,HARDY,SHARP,400,-1,-1,-1,-1,0.000,-1,-1,4.000,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,0.000,-1,0,0,0,7.0
33.30,-92.48,031140,,AR,CALION L&D,UNION,100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,1.5
33.22,-92.81,032300,,AR,EL DORADO GOODWIN FLD,UNION,252,0.000,0.000,-1,-1,0.000,0.000,-1,-1,-1,0.000,2.000,2.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,4.1
35.61,-92.56,031419,,AR,CHIMES 12 ESE,VAN BUREN,1150,-1,-1,-1,-1,-1,-1,-1,4.000,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,7.0
35.54,-92.37,031492,,AR,CLINTON 6SE,VAN BUREN,474,-1,-1,-1,-1,-1,-1,-1,3.800,0.300,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4.1
35.40,-92.38,031829,,AR,DAMASCUS 2 NNE,VAN BUREN,680,-1,-1,-1,-1,-1,-1,-1,4.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4.5
35.78,-94.42,035354,,AR,ODELL 2 N,WASHINGTON,1500,-1,-1,-1,-1,-1,-1,-1,4.500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4.5
35.85,-94.02,037963,,AR,WINSLOW 7NE,WASHINGTON,2189,-1,-1,-1,-1,-1,0.000,-1,2.500,2.500,-1,-1,-1,-1,-1,-1,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.000,-1,-1,0,0,0,5.0
35.13,-91.45,032760,GEOA,AR,GEORGETOWN,WHITE,200,-1,-1,-1,-1,-1,-1,-1,3.500,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.5
35.27,-91.72,036506,,AR,SEARCY,WHITE,230,-1,-1,-1,-1,-1,-1,-1,-1,3.400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3.4
35.04,-93.39,031834,,AR,DANVILLE,YELL,375,-1,-1,-1,-1,-1,-1,-1,1.500,4.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5.5
35.23,-93.17,031838,,AR,DARDANELLE,YELL,370,-1,-1,-1,-1,-1,-1,-1,3.000,3.000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,6.0
